4,974,016
5,000,005
4,956,519
4,911,537
4,886,755
4,852,046
4,808,948
4,842,833
4,743,856
4,719,316
4,718,679
4,707,141
4,654,161
4,626,264
4,618,505
4,552,961
4,549,783
4,557,083
4,481,022
4,446,077
4,437,480
4,375,950
4,372,052
4,337,000
4,305,364
4,257,925
4,247,964
4,209,332
4,188,425
4,178,456
4,139,131
4,094,057
4,094,954
4,053,937
4,012,430
3,978,340
3,972,602
3,951,765
3,875,288
3,875,818
3,823,252
3,807,431
3,761,004
3,758,901
3,713,774
3,694,121
3,637,330
3,616,224
3,395,757
3,306,358
3,300,986
3,235,538
3,241,702
3,200,766
3,165,715
3,120,323
3,108,137
3,084,101
3,069,645
3,043,749
2,974,703
2,982,206
2,944,730
2,897,195
2,872,203
2,860,170
2,830,788
2,816,078
2,771,351
2,738,212
2,716,571
2,686,470
2,660,472
2,630,007
2,508,158
2,447,234
2,421,016
2,387,395
2,365,255
2,335,474
2,305,259
2,285,247
2,253,027
2,226,501
2,195,283
2,172,914
2,142,541
2,075,190
2,026,512
1,995,330
1,965,744
1,936,726
1,907,037
1,876,194
1,804,057
1,763,483
1,701,418
1,603,940
1,452,527
1,135,313
373,115
