4,985,237
4,925,139
4,941,483
4,891,481
4,885,933
4,825,364
4,845,783
4,820,871
4,788,266
4,716,228
4,701,544
4,694,837
4,650,380
4,612,492
4,599,099
4,547,341
4,549,183
4,490,488
4,480,464
4,449,270
4,454,966
4,367,608
4,359,897
4,356,872
4,282,994
4,282,018
4,248,298
4,229,867
4,188,253
4,162,734
4,128,205
4,115,392
4,073,738
4,022,842
4,018,750
3,986,765
3,959,158
3,938,281
3,897,036
3,872,708
3,837,178
3,806,999
3,795,154
3,737,909
3,710,674
3,709,738
3,658,006
3,632,013
3,395,780
3,318,372
3,264,193
3,272,611
3,243,254
3,203,729
3,170,322
3,151,207
3,132,756
3,102,632
3,049,673
3,030,454
3,014,094
2,990,989
2,954,190
2,925,613
2,889,532
2,876,819
2,842,324
2,812,659
2,783,429
2,751,278
2,716,514
2,709,789
2,664,058
2,640,756
2,514,160
2,449,737
2,420,987
2,390,247
2,364,674
2,340,553
2,306,157
2,283,337
2,252,334
2,228,343
2,201,690
2,172,843
2,151,380
2,062,133
2,024,137
1,998,739
1,969,771
1,942,778
1,914,817
1,885,280
1,826,089
1,801,045
1,771,254
1,722,806
1,687,071
1,543,867
372,427
