4,958,446
4,929,196
4,966,017
4,944,732
4,929,953
4,891,541
4,826,477
4,791,437
4,791,318
4,742,972
4,729,170
4,712,195
4,692,955
4,667,310
4,612,496
4,595,353
4,563,008
4,525,323
4,509,748
4,488,307
4,431,072
4,396,271
4,374,147
4,352,768
4,296,138
4,274,851
4,278,795
4,245,164
4,208,629
4,162,993
4,119,135
4,124,709
4,074,981
4,078,187
4,016,577
4,003,115
3,982,492
3,945,822
3,920,841
3,875,383
3,832,322
3,831,583
3,771,798
3,739,792
3,730,651
3,704,549
3,657,772
3,670,117
3,463,872
3,301,695
3,263,369
3,248,557
3,240,379
3,199,988
3,185,122
3,141,227
3,117,670
3,107,154
3,078,012
3,055,777
3,033,395
2,962,536
2,949,031
2,927,170
2,902,629
2,872,535
2,840,892
2,812,228
2,775,788
2,749,890
2,730,366
2,691,246
2,666,528
2,633,802
2,507,945
2,447,845
2,419,611
2,391,283
2,369,550
2,336,071
2,310,221
2,283,341
2,255,640
2,228,429
2,203,120
2,176,419
2,175,730
2,071,973
2,025,547
2,000,950
1,982,026
1,948,617
1,931,121
1,893,150
1,827,340
1,801,559
1,772,922
1,717,878
1,659,249
1,446,764
375,860
