0	65,090
1	450,024
2	117,750
3	56,065
4	135,374
5	81,618
6	87,639
7	99,300
8	288,071
9	132,932
10	132,142
11	334,283
12	245,947
13	326,505
14	670,672
15	330,824
16	369,940
17	309,919
18	257,728
19	546,860
20	264,222
21	272,556
22	283,762
23	315,583
24	425,177
25	321,497
26	353,059
27	334,396
28	892,142
29	469,418
30	345,044
31	1,305,542
32	381,584
33	490,820
34	578,311
35	575,229
36	965,737
37	498,094
38	462,860
39	488,015
40	495,979
41	459,922
42	503,700
43	487,265
44	551,168
45	543,560
46	512,641
47	515,820
48	556,223
49	520,688
50	520,071
51	604,930
52	535,900
53	547,495
54	592,029
55	675,868
56	672,151
57	553,282
58	595,532
59	514,263
60	537,905
61	518,405
62	501,845
63	500,966
64	546,468
65	587,867
66	489,428
67	540,208
68	489,259
69	490,598
70	459,153
71	438,702
72	380,239
73	396,114
74	337,086
75	348,380
76	314,191
77	393,728
78	505,413
79	277,074
80	284,939
81	305,718
82	247,200
83	351,165
84	202,737
85	213,408
86	192,111
87	401,592
88	156,757
89	178,132
90	250,179
91	187,614
92	131,027
93	173,028
94	120,430
95	75,196
96	72,764
97	75,038
98	100,082
99	32,646
100	92,596
